Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/10/2020,02/01/2020,06/06/2020,New York City,Male,65-74 years,"2,953","5,678","1,425","1,154",138,"3,229",
06/10/2020,02/01/2020,06/06/2020,New York City,Male,75-84 years,"2,803","5,875","1,450","1,126",103,"3,136",
06/10/2020,02/01/2020,06/06/2020,New York City,Male,85 years and over,"1,916","5,086","1,088",769,75,"2,249",
06/10/2020,02/01/2020,06/06/2020,New York City,Male,All ages,"11,044","24,081","5,499","4,280",566,"12,317",
06/10/2020,02/01/2020,06/06/2020,New York City,Female,Under 1 year,,58,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Female,1-4 years,,,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Female,5-14 years,,16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Female,15-24 years,,54,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Female,25-34 years,51,189,22,15,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Female,35-44 years,105,338,47,33,,120,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City,Female,45-54 years,347,847,160,125,33,386,
06/10/2020,02/01/2020,06/06/2020,New York City,Female,55-64 years,929,"2,090",467,376,67,"1,032",
06/10/2020,02/01/2020,06/06/2020,New York City,Female,65-74 years,"1,591","3,617",812,616,87,"1,801",
06/10/2020,02/01/2020,06/06/2020,New York City,Female,75-84 years,"2,069","4,962","1,123",832,89,"2,378",
06/10/2020,02/01/2020,06/06/2020,New York City,Female,85 years and over,"2,487","8,192","1,370",947,88,"2,934",
06/10/2020,02/01/2020,06/06/2020,New York City,Female,All ages,"7,589","20,371","4,010","2,948",376,"8,725",
06/10/2020,02/01/2020,06/06/2020,New York City,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,New York City Total,All,All Ages,"18,633","44,453","9,509","7,228",942,"21,042",
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,Under 1 year,0,95,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,1-4 years,0,12,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,5-14 years,0,19,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,15-24 years,0,206,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,25-34 years,,344,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,35-44 years,,465,10,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,45-54 years,16,763,39,,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,55-64 years,20,"1,761",93,,29,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,65-74 years,75,"2,793",221,34,18,280,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,75-84 years,88,"3,055",250,38,16,316,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,85 years and over,69,"2,487",233,30,18,289,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Male,All ages,277,"12,000",854,114,98,"1,114",
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,Under 1 year,0,77,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,5-14 years,0,22,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,15-24 years,0,84,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,25-34 years,0,164,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,35-44 years,,258,14,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,45-54 years,,557,29,,11,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,55-64 years,17,"1,281",86,,20,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,65-74 years,45,"2,169",155,18,30,212,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,75-84 years,70,"3,025",217,25,19,281,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,85 years and over,90,"4,199",287,23,25,379,
06/10/2020,02/01/2020,06/06/2020,North Carolina,Female,All ages,230,"11,844",794,76,117,"1,065",
06/10/2020,02/01/2020,06/06/2020,North Carolina,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Carolina Total,All,All Ages,507,"23,846","1,648",190,215,"2,179",
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,1-4 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,15-24 years,0,15,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,25-34 years,0,32,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,35-44 years,,49,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,45-54 years,,61,10,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,55-64 years,,152,16,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,65-74 years,,234,21,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,75-84 years,,256,25,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,85 years and over,10,264,28,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Male,All ages,25,"1,072",105,13,,125,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,1-4 years,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,25-34 years,0,11,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,35-44 years,0,21,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,45-54 years,0,32,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,55-64 years,,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,65-74 years,,139,15,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,75-84 years,,240,19,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,85 years and over,,436,31,0,0,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Female,All ages,12,973,74,,11,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,North Dakota,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,North Dakota Total,All,All Ages,37,"2,045",179,14,19,221,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,Under 1 year,0,140,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,1-4 years,0,24,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,5-14 years,0,38,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,15-24 years,,262,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,25-34 years,,665,10,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,35-44 years,16,859,26,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,45-54 years,36,"1,372",65,20,10,91,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,55-64 years,102,"3,271",197,46,29,282,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,65-74 years,206,"4,746",355,88,32,505,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,75-84 years,256,"5,044",418,118,22,578,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,85 years and over,235,"4,885",397,94,13,551,
06/10/2020,02/01/2020,06/06/2020,Ohio,Male,All ages,854,"21,306","1,473",372,117,"2,072",
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,Under 1 year,0,119,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,1-4 years,0,16,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,5-14 years,0,25,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,15-24 years,0,110,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,25-34 years,,318,,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,35-44 years,,458,11,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,45-54 years,12,873,56,10,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,55-64 years,48,"2,140",140,22,19,185,
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,65-74 years,110,"3,529",239,52,24,321,
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,75-84 years,228,"5,093",359,94,29,521,
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,85 years and over,348,"8,043",498,131,34,749,
06/10/2020,02/01/2020,06/06/2020,Ohio,Female,All ages,751,"20,724","1,315",310,134,"1,889",
06/10/2020,02/01/2020,06/06/2020,Ohio,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Ohio Total,All,All Ages,"1,605","42,031","2,788",682,251,"3,961",
